marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,sentiment
US,27941362,R3MASD6YQR6JVW,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,2,2,2,N,Y,This Kindle is the worst I've had and we own 3 others,This Kindle is the worst I've had and we own 3 others. It often gets stuck on a page or kicks you off and back to the home screen.,18-08-2015,0
US,15412477,R250HUU8JMRPIJ,B00LCHOCZY,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,Manual,I am enjoying it I just wish there was a manual for it.,18-08-2015,1
US,5091044,RJR760MJZ9UF1,B00IKPX4GY,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,0,N,N,broke in 2 weeks,I bought this and within two weeks my screen went black while my daughter was playing her app on her child account. It wouldn't charge or turn back on. I called and they sent me a refurbished one....so now I have a used kindle that I paid full price for....I feel like I got a yard sale device for the full price of a new one. I just hope this one works I guess.,18-08-2015,0
US,10001606,R1U232BPR8YY3M,B00LCHWEPE,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,2,0,0,N,Y,It's not really set to be a book read. ...,It's not really set to be a book read. I don't really need the rest of what it does.I got the<br /><br />Fire to download woodworking magazines.,18-08-2015,0
US,43436958,R25PWRT99XWJV7,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,2,0,0,N,N,Don't buy for kids - they will not be able to browse the web,"Don't bother buying for a child or a teen. Parental controls are horrible. The product itself is fine, but child profiles and interface around them sucks. THERE IS NO WAY TO ENABLE WEB BROWSING FOR A CHILD! What? That was 80% of the reason for buying the product. My IT professional husband spent 1.5 hours trying to find and install a browser that would work under child (or teen) account. Nope, no go. So either you get your kid an independent amazon account pretending he/she is an adult, or let them use yours. Sure, no awkwardness there. My 12-year old would be able to see all my kindle purchases and my amazon order history. No thank you.<br /><br />Amazon - please get it together. Kids will browse the web. Concentrate on site blocking, not on a blanket prohibition of having a web browser under child's account. And by the way there is an option to unblock &#34;web browsing&#34;, but it actually doesn't do anything and will not put Silk (or any other browser) on your child's available application list. Shame on you!",18-08-2015,0
US,13207163,RTK717AECPQFV,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,0,N,N,I would not buy again or waste my money - even if it was on sale ...,"First off, the battery drains very fast.  My IpadMini, which is almost three years old, has more battery life now vs. my new Fire.  Second, the screen sticks and wont allow certain actions if the Fire becomes moody.  Then I need to turn I off and hope that I can access the browser or email.  Finally, the reason I bought the dang thing is to read books; however the device won't have the screen stabilize.  I may go back to my second edition Kindle and just use that for books.  Amazon's product is inferior to the Ipad, plus most other devices.  I wonder if they were made by different companies than the first few Kindles.  I would not buy again or waste my money - even if it was on sale like mine.",18-08-2015,0
US,26203127,R3AXRHZGS7MW2I,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Excellent tablet.,18-08-2015,1
US,12172897,R112OYHXAZXB74,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,My kids love it! Great price! Wished that I would have bought the 16GB.,18-08-2015,1
US,51892601,R34GI1634XLDF7,B00KC6XV58,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Love it,Love it but wish the battery would last longer.,18-08-2015,1
US,48685262,R10300T7TXUAE6,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Very nice picture quality and decent speaker,"Bought this for my husband as a replacement for his old Fire.  Very nice picture quality and decent speaker, though it does sound better with headphones.  Runs very fast and was very easy to set up.  Downloads apps/games/movies, etc very quickly.  No complaints other than the battery seems to drain a little quicker than the last one.",18-08-2015,1
US,32198804,R1S1L0MTTZ2R0S,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,The graphics are amazing,18-08-2015,1
US,35840319,R3D064446GZX0E,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Love my Kindle,It's a great tablet what can I say. I still love my older Kindle but this one is much faster and better would definitely recommend it got a great price on it on prime day.,18-08-2015,1
US,3837205,R11BMY2ROMTX8Z,B00LCHRQL6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,Like it so far,Like it so far. Moves faster than my old Kindle. Have not yet tried all the features. Will rate again later.,18-08-2015,1
US,16883655,R1MYPKIW9Z1ZEK,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,"I love it, but...","As of now (I have it three weeks), I have no complaints. In fact, I'm loving it. I've been reading a lot and playing Scrabble and except for one point, it's what I wanted the Kindle for.  I need to download PDF files, which I can do, but I need to bold words for my teaching; however, the bold I typed in my computer do not show in bold lettering. I have been too busy to address this, but now I have some free time and will deal with it with product support. I sure hope I can solve this because it's one of the reasons I bought the Kindle. For reading and playing scrabble, it's wonderful. Good battery life.",18-08-2015,1
US,117418,R13RBQINR79RBJ,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,It was the best device I've ever handled,18-08-2015,1
US,51559390,RZIWRCXXR6JUY,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,0,N,N,Not as good as advertised,Not at all happy had mine for a year since new it cuts out with no warning (plenty charge in battery)now it's started freezing when I touch screen to open an app and then has to be shut down and restarted to use but that does not always solve the problem I know I bought it for the books but I should be able to get more and you cannot get help to solve problems,18-08-2015,0
US,47840858,R1ZC4OKS4NRP8N,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,N,The Fire HD 7 is great. Definitely worth the money,"The Fire HD 7 is great. Definitely worth the money. I am not a technical reviewer, but for casual browsing and as a reader this a great device. I am very pleased with this purchase and the product support at Amazon.",18-08-2015,1
US,45334844,R16TRD58SJTN1F,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,1,1,N,N,Made my prime day,Pros<br />- FireOS is simple and intuitive<br />- Prime integration<br />- excellent value ($79 on prime day)<br />Cons:<br />- Build quality feels a little plasticy<br />- Speakers ok (what do you expect on a 7&#34; tab)<br />- large bezel,18-08-2015,1
US,48562456,RQ4ESZ9P7RA95,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,very happy with it.,18-08-2015,1
US,49635841,RZMPU36CVHC30,B00LCHRQL6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,It's good but not great,"Very impressed by the screen quality for video but I prefer my paperwhite Kindle for reading. The sound is good, not the greatest but more than acceptable. The power button seems a little flaky.",18-08-2015,1
US,26267335,R11KFPQEDTGYD5,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,Love it!,18-08-2015,1
US,10740544,R3A1XI57ZY74W3,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Awesome Device,I love this device. It is light enough for me to read for hours without my hand starting to hurt. Very easy to browse Kindle store. Battery life for me has been about 8 hours with constant reading and some game playing. Charges back to 100% pretty quickly.,18-08-2015,1
US,49983910,R3T9TDGV1JWSXH,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,love it!,enjoying this kindle fire even more than my first!,18-08-2015,1
US,10225990,R2TJ69R0BPSWFV,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,N,Love the device,Love the device. Got it for my 7 year old.  Does everything I need it to and more.  I'm giving 4 stars because of the limited android games available.,18-08-2015,1
US,15016229,R2N7F1IQU59VCP,B00IKPX4GY,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Love It!,Love my new Fire HD 7!  It's a perfect size and does almost everything my much bigger and more expensive iPad does.  So happy I made this purchase!,18-08-2015,1
US,25311107,R1XYC7Z4B6YKC6,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Great tablet!,18-08-2015,1
US,42029163,R360BYZ6SZ7OTL,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,I Enjoy It and Getting a Deal on Prime Day Made It Much Nicer,"Traded up on Prime Day so the price was a steal.  Have had no trouble with my older one, even though many complained about them.  It is not an iPad by any stretch, but I find it to be a good fit with my families' needs.",17-08-2015,1
US,24839408,R3GMSDOLVLV4JR,B00LCHRQL6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Like the upgraded features over my old fire,Like the upgraded features over my old fire.  Works great.  Would prefer not to get ads posted when I turn it off and back on.,17-08-2015,1
US,2401533,R16XQPW9JZAZOG,B00LCHOCZY,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,I don't like it was much as I did my iPad that ...,I don't like it was much as I did my iPad that got broken but it will due I'm glad I got it on sale!,17-08-2015,0
US,41630494,REKZUS3XYPPRI,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,This kindled is the greater,17-08-2015,1
US,16032458,R2DXBLM3NFHVCF,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Ok was not happy with 8GB storage but found that with the Amazon ...,"Ok was not happy with 8GB storage but found that with the Amazon USB cable for 4th Gen FireHDs I could play music and videos from flash drives.  Movies work best if in MP4 format.  I also tried the SANDISK Wireless Drive and APP - it works great, and makes available to whatever you have stored on it to Android, IOS and Windows devices - at the same time via WiFi - advertises up to 4 hrs, but I can't confirm that yet but I have tested connectivity to multiple devices with simultaneous playback of different movies.  In the end I am very happy with the Fire with my add on storage.",17-08-2015,1
US,40231510,R2HM15EUA6PRQ3,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,so far I am enjoying it. No issues with the speed or screen.,17-08-2015,1
US,11859193,RPR6N7JUL25A2,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Fantastic Product!!,"My husband is incredibly happy with his new Fire HD7!! He hadn't read in several years, and when he turned his Kindle on, it was dead. I called to get assistance, but even the staff at Amazon couldn't resurrect his old Kindle, so they offered him this one with a discount. Thanks Amazon...my husband now reads most of the day again, and just loves his new Fire!!",17-08-2015,1
US,50397154,R2KJANWMAXAKKZ,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,fire HD 7,"Awesome Fire, I absolutely love it!",17-08-2015,1
US,17627674,R2PB4HA2PLJ589,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,1,N,N,8 gb does not have enough space,Much faster than my old Kindle but it has no space because the system uses so much. I bought the 8 gb without understanding how small that is. Of course that is my error for not checking into it but was a limited time offer about to expire.<br /><br />My Fire HD 7 often tells me I have a slow connection so I should download the movie to watch without interruption but there is not room for one movie on the device.,17-08-2015,0
US,50296032,R3E9945LP5EBGE,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Works great!!,This is my third Kindle.  My second one just stopped working about 2 weeks ago. So I had to buy another.  Works great!!,17-08-2015,1
US,28477994,RZ55D0UGRF58N,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,0,N,N,One Star,do not find the use of this device intuitive at all.,17-08-2015,0
US,25868255,R6I1HC683OFP0,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Kindle,"I got this for my Wife for her birthday present to replace an earlier version. I like the enhancements, specifically the addition of a camera app.",17-08-2015,1
US,45141882,R1PE6IK9Z73IT2,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Love it!,17-08-2015,1
US,18737234,R1B3CASELRQTUN,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,I am in love! Didn't think I could like not reading a ...,I am in love! Didn't think I could like not reading a physical book but this is working out great for me plus being able to play games & surf online it works great for what I needed and the price.,17-08-2015,1
US,359052,R1AO6UH1HMGXF5,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,N,Good value small tablet,"Portable, good value and easy to use tablet. Love it.",17-08-2015,1
US,49869497,R2UMVOWBH2ARM,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,We dont have a headline!,"Pretty good.  Not as nice as my old kindle for reading, but the other stuff helps make up for it!",17-08-2015,1
US,12756253,R1HR0ZWRCFPA7W,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,0,N,Y,I don't like getting advertising every time I turn my Kindle on,"I don't like getting advertising every time I turn my Kindle on.  Once again if I had the know how to delete this feature I would. Item has camera--I did not need this feature and was not told by CSA it was included. (Wouldn't that have made my purchase less?)  I don't like your providing me with your own search engine--if I had the know how to delete/change I would, but I don't.  Also the CSA said it was just like my present Kindle, but had more memory.  Its not like my current Kindle--since it has a camera, I now have to buy a new case for it.  The power cord is too short--doesn't allow simultaneous charging and using unless you're sitting right on top of an electrical outlet. Necessitates using an extension cord.  Also, please fix the power cord/charger inlet port.  All the Kindles I have bought have gotten too loose for the contacts to touch and allow charging of my Kindle.  I hate the feeling that this could be an easy fix, but Amazon just wants me to buy a new Kindle each time it happens.  Teach people to fix your product vs requiring it be replaced. Also, I accidently tripped the Prime enrollment when I purchased this item.  After 2 phone calls, and now a query on my credit card bill I'm still waiting for this to be retracted and money put back on my card.  If this rating gets any Feedback to the customer from Amazon, could you please tell me how to fix the above issues?  You have my data in my customer profile.",17-08-2015,0
US,16106662,R1CR3H4VTBNYM7,B00LCHNAA2,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,I would be lost without this kindle.,I would be lost without this kindle.  The camera has a wonderful quality.  The size of the screen is perfect for reading.  I read tons of books on my kindle and use the web to pull up recipes while I'm cooking in the kitchen.  There are tons of apps available and this kindle is so easy to use.  The screen is bright enough to read while I'm on the beach.  The battery life is nice and long so I am able to bring my kindle anywhere to read at great lengths.  I use my kindle when I teach yoga as well.  Some of the yoga books I use have kindle versions.  I have all of music on my cloud player and create playlists that are easily accessible.,17-08-2015,1
US,16003811,RG2FAZZ7TICY2,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,Love love love,17-08-2015,1
US,22594466,RNA5I94KJ1SIR,B00KC6XV58,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,I love the size and the ease of use.  The high quality resolution can't be beat!!,17-08-2015,1
US,14139146,R3H7LNNQ9HOBFQ,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,But do enjoy what I see so far,still getting to know what all it does.  But do enjoy what I see so far.,17-08-2015,1
US,34195250,R2RJ94W256R6I,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,2,N,N,Amazon sucks!,"I will never buy another amazon tablet device again. These turds have not only disabled our choices in terms of modifying the way that we want to see our interface, they have blocked us from using interactive devices that would, in every other circumstance (using alternative hardware), provide valuable services. In short, DO NOT BUY and amazon device unless you crave to be tyrannically stripped of your choices regarding software.",17-08-2015,0
US,12030574,R11N7JIBZ74ID0,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,What's not to love?,"Glad I went with the 16 GB because unlimited cloud is misleading. Only free cloud for 90 days. Had an original Kindle, still works fine and is thinner but no back light. Fire does so much more there really isn't any comparison except Fire being thicker which can sometimes be an issue when you are reading in bed. Not big on music so sound I can't rate but everything else is perfect. Haven't traveled much with it yet because I did not get accessories since I wanted to get familiar with it first but have recently ordered case and earphone accessories which could make this purchase an even more highly rated one.",17-08-2015,1
US,21405564,R1X3QL3BG9Z35H,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,N,Three Stars,For the most part it meets expectations... Does tend to &#34;freeze up&#34; and needs to be rebooted.,17-08-2015,0
US,12879010,R1LJISR6NQ3BA4,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Simple and Useful!,"This is my first of the family Fire HD 7. Is smaller than I expected but it does work very well. I have included two pictures to see. The pictures and videos are sharp. Does not weight a lot making it easy to travel with. Is easy to manage with the basics of turning it on/off, volume on the side like a cell phone and the settings once you scroll down from the top screen. The sides does have a rubber grip to easily hold it but I do recommend to get a protector just in case it falls. I use this for simple emails online, video search and watching movies. What I can not do like my android is download youtube, pandora apps like my cell but you can download it from Amazon. Those apps are free unless you want to do other specific work on your youtube channel the high tech ones will probably need to be paid for. Overall, this product is worth it. Is simple and useful when you do not have your computer or laptop near.",17-08-2015,1
US,40242216,RI7HKXYFKCLWC,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,N,Four Stars,Wish I could customize home screen and such but a solid purchase for sure,17-08-2015,1
US,1867975,R2APP5C6N8AXFT,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,top of the line,Excellent product,17-08-2015,1
US,12679562,RRRICZFI3AI26,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,Four Stars,Perfect reader and handy tablet.,17-08-2015,1
US,41166343,R2WLRR2ZEQD7Q8,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,N,So far so good!,"Still getting the hang of the whole tablet, but so far so good! It's pretty intuitive, but there are a few areas I definitely need to learn more about how to use it, like customization.",17-08-2015,1
US,43386949,R388V4ABH77VEM,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,Kindle fire,"Nice display, fast processing,<br />Dislike- can't get lot of apps I enjoy on ipod",17-08-2015,1
US,121285,RVIDRVVUCF264,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,1,1,N,Y,Very nice!!!,This is my first Kindle and so far I really like it.,17-08-2015,1
US,28034530,R1377BXJ6VCNVM,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,Y,Three Stars,it's ok.. nothing special,17-08-2015,0
US,44672827,R1JOX351MZUSCJ,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,Great product!! Kept kids entertained across the country!!  Loved the free game choices.  Educational to boot!!!,17-08-2015,1
US,44074955,R2MOGYIJZKUM93,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,Love the white color and the camera!,17-08-2015,1
US,37642549,R318J7CMSSPT18,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,Mostly great,"I find it quite irritating when I am doing an application and it takes me to another page unrequested, but by and large I really like most everything about it.",17-08-2015,1
US,33609651,R295EPWRPT4I2D,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,love it,I love it. I have a kindle touch also. Love the fire so much more. Easy to use and do things on.,17-08-2015,1
US,46060419,R298SR5VSP8QIF,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,LOVE IT LOVE IT LOVE IT,"LOVE IT LOVE IT LOVE IT. i was not too sure about this but it has quickly taken the place of my computer. ITS PORTABLE YET HAS A BIG ENOUGH SCREEN FOR VIEWING, A GREAT SELECTION OF GAMES AND APPS. IVE NOT TRIED OUT EVERY FEATURE YET BUT LOOK FORWARD TO LEARNING MORE ABOUT MY FIRE.",17-08-2015,1
US,42762204,RDC9AS9NSSNS7,B00LCHRQL6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Thumbs Up,I absolutely love my new Kindle Fire.,17-08-2015,1
US,9846796,R2601EHPQ8C4UR,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,I love it :),17-08-2015,1
US,170836,R1CUMGO3BOIHG0,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,N,"Disappointed, expected much more.","Not as good as I expected, as I thought I would be upgrading from the original kindle fire. However this kindle fire has issues with the web browser slowing down when using certain sites that have a lot going on. There is also an issue when on the internet browser and the kindle falls into sleep mode when u turn it back on it only shows a blank screen until you turn it off and then restart it.",17-08-2015,0
US,20615336,R3LIEVWAY7QLIN,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,3,0,0,N,N,"As long as you keep telling yourself it's a reader and not a full-up tablet, you'll be OK","Coming from a full-up android 5.1 phablet, the Amazon version of Android can be a shock. Nothing is where you expect it to be. Nothing works like you expect it to. The UI feels like a too-tight sweater. Performance was awful. I was beginning to wonder if I had wasted my money.<br /><br />Then, my wife reminded me why I bought it: I wanted a bigger screen to read books and newspapers on. So I forced myself to use it for just that purpose.<br /><br />Got to say that when viewed from this perspective, it's a decent gadget. The UI makes sense (sort of) if all you're doing is reading a from a few sources all the time. I can see where Aunt Grace from Peoria would get the hang of it pretty quickly- and that's Amazon's true audience with this product.<br /><br />After seeing what it can't do, I'm wondering is one of the PaperWhite devices might have been a better deal as a pure reader- better display, better battery. Something I'd consider if I was buying again.<br /><br />Since I guess I'm stuck with my choice now, the big things I'd complain about are the glossy screen in bright light (hoping I can find a matte screen protector to remedy this), battery life (about a half-day of solid reading), and overall performance (forget about listening to Amazon music while reading).<br /><br />Summary: As long as you keep telling yourself it's a reader and not a full-up tablet, you'll be OK. If you're looking for a reader for Mom, Grandma, or Aunt Gracie, this might work. If you're looking for a full-up tablet, look elsewhere. If you're looking for a pure reader, I'm wondering is one of the PaperWhite devices might be a better deal.",17-08-2015,0
US,13117005,R2K31WULXX92HA,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,"Can't watch Sling,otherwise good tablet","We have Sling on our Amazon Fire television.  We thought that since the Fire tablets were promoted as working with the Fire t.v., that we could watch Sling on this tablet; however, that is not the case.  We are unhappy that we cannot watch Sling on this.  We think that as long as Amazon is promoting these tablets as working with the Fire T.V., then all the things that can be done on the Fire T.V. should work on the tablet.  Otherwise, we like reading Kindle books, watching Amazon Instant videos, reading the Washington Post, playing games, and doing things on the internet on this tablet.  We were just unhappy about the Sling.",17-08-2015,1
US,44946129,R18Q0MZ6F5F8V4,B00LCI2I7C,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Just started using it and it works great.,Just started using it and it works great.,17-08-2015,1
US,13065472,RA83HP8R4WCJK,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,great tablet - especially when on the move,17-08-2015,1
US,459290,R3G6IZI1ZO5R9S,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,great!,Love this product! Lightweight but with a wonderfully clear picture. For the price it cannot be beat. Battery charges quickly and lasts a full day or more!,17-08-2015,1
US,32863081,R11TQXMW4US4HH,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,"Bought for gf, she's loving it",17-08-2015,1
US,34151995,R1QX1Y5LS38EIL,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Love It,"This kindle is so much lighter and easier to maneuver than my first edition kindle! Beautiful 7&#34; HD display with over a million pixels (216 ppi / 1280 x 800) I love the bright colors on the HD screen, it's so much nicer for the kids to watch movies!",17-08-2015,1
US,51655021,R3TSEDBFV6VRI9,B00LCHS1FG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Love it!,"I won the Kindle as part of our summer reading program. I love it! I ordered a case for it. Previously I had to read my Kindle books on my phone, but this is much better.",17-08-2015,1
US,36909951,R2THF4YGQFPW4K,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,0,0,N,Y,GOOD,So far so good. A bit of relearning still going on. Big enough light weight and battery power good.,17-08-2015,1
US,11709459,R1JD99Y1GBP3T,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,Five Stars,Great item.,17-08-2015,1
US,38234459,RSH4KCO74CUWP,B00IKPW0UA,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,N,I was so glad to get back my kindle and after using a ...,I was so glad to get back my kindle and after using a &#34;tablet&#34; that kept losing WI-FI connections even at home. It was good to have a kindle which I could depend on.,17-08-2015,1
US,20510708,R3KRI2ZFQE7LS4,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,5,0,0,N,Y,Five Stars,great product,17-08-2015,1
US,13074670,R3UM641775COYH,B00IKPZ5V6,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,1,0,0,N,N,Amazon really needs to address the issue with the charging ports loosening and failing.,"The charging port on my last fire (and the other two before it!) ended up loosening up so much so that they wouldn't take a charge any longer. My mother-in-law uses her kindle daily, so I had to replace it with a new one which will probably last a little bit longer than the warranty covers, if history is any indication.",17-08-2015,0
US,5121438,RW6E4EIYA1IUT,B00IKPYKWG,2693241,"Fire HD 7, 7"" HD Display, Wi-Fi, 8 GB",PC,4,1,1,N,N,Good product,"Overall, I'm happy with it.  The resolution is excellent and it has a quick response.  My only issue is that the battery drains quickly.  I'm finding that even while I'm not using it, the charge goes down. I'm trying to find out how to close running apps, but can't find a clear answer on this model.  Other than the battery life issue, I really like it.",17-08-2015,1
